note,note_clean,type,type_token,amount,date_time,category,model_text_textonly,model_text_with_type
Galeries Lafayette - Store,galeries lafayette - store,Expense,[TYPE_EXPENSE],88.0,2026-08-19 15:40:00.000,Shopping,galeries lafayette - store,[TYPE_EXPENSE] galeries lafayette - store
The One - Boutique,the one - boutique,Expense,[TYPE_EXPENSE],42.5,2026-08-19 16:05:00.000,Shopping,the one - boutique,[TYPE_EXPENSE] the one - boutique
H&M - Verdun,h&m - verdun,Expense,[TYPE_EXPENSE],29.99,2026-08-20 14:20:00.000,Shopping,h&m - verdun,[TYPE_EXPENSE] h&m - verdun
Zara - Achrafieh,zara - achrafieh,Expense,[TYPE_EXPENSE],65.0,2026-08-20 17:00:00.000,Shopping,zara - achrafieh,[TYPE_EXPENSE] zara - achrafieh
Aïshti Gallery,aïshti gallery,Expense,[TYPE_EXPENSE],150.0,2026-08-21 14:50:00.000,Shopping,aïshti gallery,[TYPE_EXPENSE] aïshti gallery
ABC Achrafieh - Groceries,abc achrafieh - groceries,Expense,[TYPE_EXPENSE],38.0,2026-09-01 16:30:00.000,Shopping,abc achrafieh - groceries,[TYPE_EXPENSE] abc achrafieh - groceries
ABC Dbayeh - Purchase,abc dbayeh - purchase,Expense,[TYPE_EXPENSE],55.0,2026-09-02 15:10:00.000,Shopping,abc dbayeh - purchase,[TYPE_EXPENSE] abc dbayeh - purchase
Bou Khalil - Furniture Purchase,bou khalil - furniture purchase,Expense,[TYPE_EXPENSE],210.0,2026-09-06 14:00:00.000,Shopping,bou khalil - furniture purchase,[TYPE_EXPENSE] bou khalil - furniture purchase
Stationery Shop - Purchase,stationery shop - purchase,Expense,[TYPE_EXPENSE],14.99,2026-09-11 11:30:00.000,Shopping,stationery shop - purchase,[TYPE_EXPENSE] stationery shop - purchase
Monoprix - Weekly Groceries,monoprix - weekly groceries,Expense,[TYPE_EXPENSE],39.0,2026-09-14 16:10:00.000,Shopping,monoprix - weekly groceries,[TYPE_EXPENSE] monoprix - weekly groceries
ABC Verdun - Purchase,abc verdun - purchase,Expense,[TYPE_EXPENSE],48.0,2026-09-17 16:00:00.000,Shopping,abc verdun - purchase,[TYPE_EXPENSE] abc verdun - purchase
AUB Bookstore - Purchase,aub bookstore - purchase,Expense,[TYPE_EXPENSE],99.0,2026-09-21 14:00:00.000,Shopping,aub bookstore - purchase,[TYPE_EXPENSE] aub bookstore - purchase
Spinneys - Supermarket,spinneys - supermarket,Expense,[TYPE_EXPENSE],28.0,2026-09-23 17:20:00.000,Shopping,spinneys - supermarket,[TYPE_EXPENSE] spinneys - supermarket
Aïshti - Purchase,aïshti - purchase,Expense,[TYPE_EXPENSE],75.0,2026-09-26 14:20:00.000,Shopping,aïshti - purchase,[TYPE_EXPENSE] aïshti - purchase
ABC Verdun - Groceries,abc verdun - groceries,Expense,[TYPE_EXPENSE],48.0,2026-09-28 16:00:00.000,Shopping,abc verdun - groceries,[TYPE_EXPENSE] abc verdun - groceries
AUB Bookstore - Books,aub bookstore - books,Expense,[TYPE_EXPENSE],99.0,2026-10-02 14:00:00.000,Shopping,aub bookstore - books,[TYPE_EXPENSE] aub bookstore - books
Spinneys - Weekly Shop,spinneys - weekly shop,Expense,[TYPE_EXPENSE],28.0,2026-10-04 17:20:00.000,Shopping,spinneys - weekly shop,[TYPE_EXPENSE] spinneys - weekly shop
Aïshti - Fashion Purchase,aïshti - fashion purchase,Expense,[TYPE_EXPENSE],75.0,2026-10-07 14:20:00.000,Shopping,aïshti - fashion purchase,[TYPE_EXPENSE] aïshti - fashion purchase
ABC Verdun - Store Purchase,abc verdun - store purchase,Expense,[TYPE_EXPENSE],48.0,2026-10-09 16:00:00.000,Shopping,abc verdun - store purchase,[TYPE_EXPENSE] abc verdun - store purchase
AUB Bookstore - Textbooks,aub bookstore - textbooks,Expense,[TYPE_EXPENSE],99.0,2026-10-13 14:00:00.000,Shopping,aub bookstore - textbooks,[TYPE_EXPENSE] aub bookstore - textbooks
Spinneys - Grocery Run,spinneys - grocery run,Expense,[TYPE_EXPENSE],28.0,2026-10-15 17:20:00.000,Shopping,spinneys - grocery run,[TYPE_EXPENSE] spinneys - grocery run
Aïshti - Store,aïshti - store,Expense,[TYPE_EXPENSE],75.0,2026-10-18 14:20:00.000,Shopping,aïshti - store,[TYPE_EXPENSE] aïshti - store
ABC Verdun - Purchase,abc verdun - purchase,Expense,[TYPE_EXPENSE],48.0,2026-10-20 16:00:00.000,Shopping,abc verdun - purchase,[TYPE_EXPENSE] abc verdun - purchase
Verdun Market,verdun market,Expense,[TYPE_EXPENSE],45.0,2027-03-04 16:00:00.000,Shopping,verdun market,[TYPE_EXPENSE] verdun market
Cedars Bakery Shop,cedars bakery shop,Expense,[TYPE_EXPENSE],32.0,2027-03-09 14:20:00.000,Shopping,cedars bakery shop,[TYPE_EXPENSE] cedars bakery shop
Phoenicia Books,phoenicia books,Expense,[TYPE_EXPENSE],58.0,2027-03-10 15:10:00.000,Shopping,phoenicia books,[TYPE_EXPENSE] phoenicia books
Atlas Electronics,atlas electronics,Expense,[TYPE_EXPENSE],89.0,2027-03-11 16:05:00.000,Shopping,atlas electronics,[TYPE_EXPENSE] atlas electronics
Gourmet Lane,gourmet lane,Expense,[TYPE_EXPENSE],26.0,2027-03-17 15:40:00.000,Shopping,gourmet lane,[TYPE_EXPENSE] gourmet lane
Kids Play Store,kids play store,Expense,[TYPE_EXPENSE],21.0,2027-03-30 14:20:00.000,Shopping,kids play store,[TYPE_EXPENSE] kids play store
TechPoint Gadgets,techpoint gadgets,Expense,[TYPE_EXPENSE],49.5,2027-04-04 16:30:00.000,Shopping,techpoint gadgets,[TYPE_EXPENSE] techpoint gadgets
Market Lane Grocer,market lane grocer,Expense,[TYPE_EXPENSE],27.0,2027-04-14 14:50:00.000,Shopping,market lane grocer,[TYPE_EXPENSE] market lane grocer
Green Market Produce,green market produce,Expense,[TYPE_EXPENSE],33.0,2027-04-20 16:20:00.000,Shopping,green market produce,[TYPE_EXPENSE] green market produce
Decor House Homeware,decor house homeware,Expense,[TYPE_EXPENSE],58.5,2027-04-28 15:10:00.000,Shopping,decor house homeware,[TYPE_EXPENSE] decor house homeware
Fashion District Store,fashion district store,Expense,[TYPE_EXPENSE],41.0,2027-05-08 16:05:00.000,Shopping,fashion district store,[TYPE_EXPENSE] fashion district store
Luxury Finds Boutique,luxury finds boutique,Expense,[TYPE_EXPENSE],76.0,2027-05-20 15:45:00.000,Shopping,luxury finds boutique,[TYPE_EXPENSE] luxury finds boutique
Home & Living Store,home & living store,Expense,[TYPE_EXPENSE],54.0,2027-05-30 16:30:00.000,Shopping,home & living store,[TYPE_EXPENSE] home & living store
ElectroWorld,electroworld,Expense,[TYPE_EXPENSE],53.0,2027-06-05 16:30:00.000,Shopping,electroworld,[TYPE_EXPENSE] electroworld
HomeStyle Boutique,homestyle boutique,Expense,[TYPE_EXPENSE],68.0,2027-06-08 14:55:00.000,Shopping,homestyle boutique,[TYPE_EXPENSE] homestyle boutique
Gadget Hub Electronics,gadget hub electronics,Expense,[TYPE_EXPENSE],32.0,2027-06-14 15:40:00.000,Shopping,gadget hub electronics,[TYPE_EXPENSE] gadget hub electronics
HomeStyle Boutique - Purchase,homestyle boutique - purchase,Expense,[TYPE_EXPENSE],68.0,2027-06-22 14:55:00.000,Shopping,homestyle boutique - purchase,[TYPE_EXPENSE] homestyle boutique - purchase
Galeries Lafayette - Store,galeries lafayette - store,Expense,[TYPE_EXPENSE],88.0,2027-07-06 15:40:00.000,Shopping,galeries lafayette - store,[TYPE_EXPENSE] galeries lafayette - store
The One - Boutique,the one - boutique,Expense,[TYPE_EXPENSE],42.5,2027-07-06 16:05:00.000,Shopping,the one - boutique,[TYPE_EXPENSE] the one - boutique
H&M - Verdun,h&m - verdun,Expense,[TYPE_EXPENSE],29.99,2027-07-07 14:20:00.000,Shopping,h&m - verdun,[TYPE_EXPENSE] h&m - verdun
Zara - Achrafieh,zara - achrafieh,Expense,[TYPE_EXPENSE],65.0,2027-07-07 17:00:00.000,Shopping,zara - achrafieh,[TYPE_EXPENSE] zara - achrafieh
Aïshti Gallery,aïshti gallery,Expense,[TYPE_EXPENSE],150.0,2027-07-08 14:50:00.000,Shopping,aïshti gallery,[TYPE_EXPENSE] aïshti gallery
ABC Achrafieh - Groceries,abc achrafieh - groceries,Expense,[TYPE_EXPENSE],38.0,2027-07-19 16:30:00.000,Shopping,abc achrafieh - groceries,[TYPE_EXPENSE] abc achrafieh - groceries
ABC Dbayeh - Purchase,abc dbayeh - purchase,Expense,[TYPE_EXPENSE],55.0,2027-07-20 15:10:00.000,Shopping,abc dbayeh - purchase,[TYPE_EXPENSE] abc dbayeh - purchase
Bou Khalil - Furniture Purchase,bou khalil - furniture purchase,Expense,[TYPE_EXPENSE],210.0,2027-07-24 14:00:00.000,Shopping,bou khalil - furniture purchase,[TYPE_EXPENSE] bou khalil - furniture purchase
Stationery Shop - Purchase,stationery shop - purchase,Expense,[TYPE_EXPENSE],14.99,2027-07-29 11:30:00.000,Shopping,stationery shop - purchase,[TYPE_EXPENSE] stationery shop - purchase
Monoprix - Weekly Groceries,monoprix - weekly groceries,Expense,[TYPE_EXPENSE],39.0,2027-08-01 16:10:00.000,Shopping,monoprix - weekly groceries,[TYPE_EXPENSE] monoprix - weekly groceries
ABC Verdun - Purchase,abc verdun - purchase,Expense,[TYPE_EXPENSE],48.0,2027-08-04 16:00:00.000,Shopping,abc verdun - purchase,[TYPE_EXPENSE] abc verdun - purchase
AUB Bookstore - Purchase,aub bookstore - purchase,Expense,[TYPE_EXPENSE],99.0,2027-08-08 14:00:00.000,Shopping,aub bookstore - purchase,[TYPE_EXPENSE] aub bookstore - purchase
Spinneys - Supermarket,spinneys - supermarket,Expense,[TYPE_EXPENSE],28.0,2027-08-10 17:20:00.000,Shopping,spinneys - supermarket,[TYPE_EXPENSE] spinneys - supermarket
Aïshti - Purchase,aïshti - purchase,Expense,[TYPE_EXPENSE],75.0,2027-08-13 14:20:00.000,Shopping,aïshti - purchase,[TYPE_EXPENSE] aïshti - purchase
ABC Verdun - Groceries,abc verdun - groceries,Expense,[TYPE_EXPENSE],48.0,2027-08-15 16:00:00.000,Shopping,abc verdun - groceries,[TYPE_EXPENSE] abc verdun - groceries
AUB Bookstore - Textbooks,aub bookstore - textbooks,Expense,[TYPE_EXPENSE],99.0,2027-08-19 14:00:00.000,Shopping,aub bookstore - textbooks,[TYPE_EXPENSE] aub bookstore - textbooks
Spinneys - Weekly Shop,spinneys - weekly shop,Expense,[TYPE_EXPENSE],28.0,2027-08-21 17:20:00.000,Shopping,spinneys - weekly shop,[TYPE_EXPENSE] spinneys - weekly shop
Aïshti - Fashion Purchase,aïshti - fashion purchase,Expense,[TYPE_EXPENSE],75.0,2027-08-24 14:20:00.000,Shopping,aïshti - fashion purchase,[TYPE_EXPENSE] aïshti - fashion purchase
ABC Verdun - Store Purchase,abc verdun - store purchase,Expense,[TYPE_EXPENSE],48.0,2027-08-26 16:00:00.000,Shopping,abc verdun - store purchase,[TYPE_EXPENSE] abc verdun - store purchase
AUB Bookstore - Books,aub bookstore - books,Expense,[TYPE_EXPENSE],99.0,2027-08-30 14:00:00.000,Shopping,aub bookstore - books,[TYPE_EXPENSE] aub bookstore - books
Spinneys - Grocery Run,spinneys - grocery run,Expense,[TYPE_EXPENSE],28.0,2027-09-01 17:20:00.000,Shopping,spinneys - grocery run,[TYPE_EXPENSE] spinneys - grocery run
Aïshti - Store,aïshti - store,Expense,[TYPE_EXPENSE],75.0,2027-09-04 14:20:00.000,Shopping,aïshti - store,[TYPE_EXPENSE] aïshti - store
ABC Verdun - Purchase,abc verdun - purchase,Expense,[TYPE_EXPENSE],48.0,2027-09-06 16:00:00.000,Shopping,abc verdun - purchase,[TYPE_EXPENSE] abc verdun - purchase
Verdun Market,verdun market,Expense,[TYPE_EXPENSE],45.0,2027-09-14 16:00:00.000,Shopping,verdun market,[TYPE_EXPENSE] verdun market
Cedars Bakery Shop,cedars bakery shop,Expense,[TYPE_EXPENSE],32.0,2027-09-17 14:20:00.000,Shopping,cedars bakery shop,[TYPE_EXPENSE] cedars bakery shop
Phoenicia Books,phoenicia books,Expense,[TYPE_EXPENSE],58.0,2027-09-17 15:10:00.000,Shopping,phoenicia books,[TYPE_EXPENSE] phoenicia books
Atlas Electronics,atlas electronics,Expense,[TYPE_EXPENSE],89.0,2027-09-18 16:05:00.000,Shopping,atlas electronics,[TYPE_EXPENSE] atlas electronics
Gourmet Lane,gourmet lane,Expense,[TYPE_EXPENSE],26.0,2027-09-22 15:40:00.000,Shopping,gourmet lane,[TYPE_EXPENSE] gourmet lane
Kids Play Store,kids play store,Expense,[TYPE_EXPENSE],21.0,2027-09-29 14:20:00.000,Shopping,kids play store,[TYPE_EXPENSE] kids play store
TechPoint Gadgets,techpoint gadgets,Expense,[TYPE_EXPENSE],49.5,2027-10-01 16:30:00.000,Shopping,techpoint gadgets,[TYPE_EXPENSE] techpoint gadgets
Market Lane Grocer,market lane grocer,Expense,[TYPE_EXPENSE],27.0,2027-10-06 14:50:00.000,Shopping,market lane grocer,[TYPE_EXPENSE] market lane grocer
Green Market Produce,green market produce,Expense,[TYPE_EXPENSE],33.0,2027-10-09 16:20:00.000,Shopping,green market produce,[TYPE_EXPENSE] green market produce
Decor House Homeware,decor house homeware,Expense,[TYPE_EXPENSE],58.5,2027-10-13 15:10:00.000,Shopping,decor house homeware,[TYPE_EXPENSE] decor house homeware
Fashion District Store,fashion district store,Expense,[TYPE_EXPENSE],41.0,2027-10-18 16:05:00.000,Shopping,fashion district store,[TYPE_EXPENSE] fashion district store
Luxury Finds Boutique,luxury finds boutique,Expense,[TYPE_EXPENSE],76.0,2027-10-24 15:45:00.000,Shopping,luxury finds boutique,[TYPE_EXPENSE] luxury finds boutique
Home & Living Store,home & living store,Expense,[TYPE_EXPENSE],54.0,2027-10-29 16:30:00.000,Shopping,home & living store,[TYPE_EXPENSE] home & living store
ElectroWorld,electroworld,Expense,[TYPE_EXPENSE],53.0,2027-11-01 16:30:00.000,Shopping,electroworld,[TYPE_EXPENSE] electroworld
HomeStyle Boutique,homestyle boutique,Expense,[TYPE_EXPENSE],68.0,2027-11-03 14:55:00.000,Shopping,homestyle boutique,[TYPE_EXPENSE] homestyle boutique
Gadget Hub Electronics,gadget hub electronics,Expense,[TYPE_EXPENSE],32.0,2027-11-06 15:40:00.000,Shopping,gadget hub electronics,[TYPE_EXPENSE] gadget hub electronics
HomeStyle Boutique - Purchase,homestyle boutique - purchase,Expense,[TYPE_EXPENSE],68.0,2027-11-10 14:55:00.000,Shopping,homestyle boutique - purchase,[TYPE_EXPENSE] homestyle boutique - purchase
Verdun Market - Groceries,verdun market - groceries,Expense,[TYPE_EXPENSE],45.0,2027-11-20 16:00:00.000,Shopping,verdun market - groceries,[TYPE_EXPENSE] verdun market - groceries
Cedars Bakery Shop - Purchase,cedars bakery shop - purchase,Expense,[TYPE_EXPENSE],32.0,2027-11-23 14:20:00.000,Shopping,cedars bakery shop - purchase,[TYPE_EXPENSE] cedars bakery shop - purchase
Phoenicia Books - Buy,phoenicia books - buy,Expense,[TYPE_EXPENSE],58.0,2027-11-23 15:10:00.000,Shopping,phoenicia books - buy,[TYPE_EXPENSE] phoenicia books - buy
Atlas Electronics - Gadget,atlas electronics - gadget,Expense,[TYPE_EXPENSE],89.0,2027-11-24 16:05:00.000,Shopping,atlas electronics - gadget,[TYPE_EXPENSE] atlas electronics - gadget
Gourmet Lane - Purchase,gourmet lane - purchase,Expense,[TYPE_EXPENSE],26.0,2027-11-28 15:40:00.000,Shopping,gourmet lane - purchase,[TYPE_EXPENSE] gourmet lane - purchase
Kids Play Store - Toy,kids play store - toy,Expense,[TYPE_EXPENSE],21.0,2027-12-05 14:20:00.000,Shopping,kids play store - toy,[TYPE_EXPENSE] kids play store - toy
TechPoint Gadgets - Buy,techpoint gadgets - buy,Expense,[TYPE_EXPENSE],49.5,2027-12-07 16:30:00.000,Shopping,techpoint gadgets - buy,[TYPE_EXPENSE] techpoint gadgets - buy
Market Lane Grocer - Shop,market lane grocer - shop,Expense,[TYPE_EXPENSE],27.0,2027-12-12 14:50:00.000,Shopping,market lane grocer - shop,[TYPE_EXPENSE] market lane grocer - shop
Green Market Produce - Buy,green market produce - buy,Expense,[TYPE_EXPENSE],33.0,2027-12-15 16:20:00.000,Shopping,green market produce - buy,[TYPE_EXPENSE] green market produce - buy
Decor House - Homeware,decor house - homeware,Expense,[TYPE_EXPENSE],58.5,2027-12-19 15:10:00.000,Shopping,decor house - homeware,[TYPE_EXPENSE] decor house - homeware
Fashion District - Store,fashion district - store,Expense,[TYPE_EXPENSE],41.0,2027-12-24 16:05:00.000,Shopping,fashion district - store,[TYPE_EXPENSE] fashion district - store
Luxury Finds - Boutique,luxury finds - boutique,Expense,[TYPE_EXPENSE],76.0,2027-12-30 15:45:00.000,Shopping,luxury finds - boutique,[TYPE_EXPENSE] luxury finds - boutique
Home & Living Store - Purchase,home & living store - purchase,Expense,[TYPE_EXPENSE],54.0,2028-01-04 16:30:00.000,Shopping,home & living store - purchase,[TYPE_EXPENSE] home & living store - purchase
Verdun Home Goods,verdun home goods,Expense,[TYPE_EXPENSE],45.0,2028-01-12 15:20:00.000,Shopping,verdun home goods,[TYPE_EXPENSE] verdun home goods
Hamra Fashion Outlet,hamra fashion outlet,Expense,[TYPE_EXPENSE],32.5,2028-01-12 16:05:00.000,Shopping,hamra fashion outlet,[TYPE_EXPENSE] hamra fashion outlet
Electro Hub,electro hub,Expense,[TYPE_EXPENSE],58.99,2028-01-13 14:30:00.000,Shopping,electro hub,[TYPE_EXPENSE] electro hub
Design Atelier Furnishings,design atelier furnishings,Expense,[TYPE_EXPENSE],120.0,2028-01-13 17:00:00.000,Shopping,design atelier furnishings,[TYPE_EXPENSE] design atelier furnishings
Corner Market Grocer,corner market grocer,Expense,[TYPE_EXPENSE],29.0,2028-01-14 11:50:00.000,Shopping,corner market grocer,[TYPE_EXPENSE] corner market grocer
Vintage Finds Boutique,vintage finds boutique,Expense,[TYPE_EXPENSE],39.99,2028-01-25 15:00:00.000,Shopping,vintage finds boutique,[TYPE_EXPENSE] vintage finds boutique
HomeStyle Store,homestyle store,Expense,[TYPE_EXPENSE],62.0,2028-01-26 16:40:00.000,Shopping,homestyle store,[TYPE_EXPENSE] homestyle store
TechPoint Electronics,techpoint electronics,Expense,[TYPE_EXPENSE],49.5,2028-01-30 16:30:00.000,Shopping,techpoint electronics,[TYPE_EXPENSE] techpoint electronics
Market Lane Grocer,market lane grocer,Expense,[TYPE_EXPENSE],27.0,2028-02-04 14:50:00.000,Shopping,market lane grocer,[TYPE_EXPENSE] market lane grocer
Green Market Produce,green market produce,Expense,[TYPE_EXPENSE],33.0,2028-02-07 16:20:00.000,Shopping,green market produce,[TYPE_EXPENSE] green market produce
Decor House Homeware,decor house homeware,Expense,[TYPE_EXPENSE],58.5,2028-02-11 15:10:00.000,Shopping,decor house homeware,[TYPE_EXPENSE] decor house homeware
Fashion District Store,fashion district store,Expense,[TYPE_EXPENSE],41.0,2028-02-16 16:05:00.000,Shopping,fashion district store,[TYPE_EXPENSE] fashion district store
Luxury Finds Boutique,luxury finds boutique,Expense,[TYPE_EXPENSE],76.0,2028-02-22 15:45:00.000,Shopping,luxury finds boutique,[TYPE_EXPENSE] luxury finds boutique
Home & Living Store,home & living store,Expense,[TYPE_EXPENSE],54.0,2028-02-27 16:30:00.000,Shopping,home & living store,[TYPE_EXPENSE] home & living store
Verdun Gifts,verdun gifts,Expense,[TYPE_EXPENSE],45.0,2028-03-06 15:20:00.000,Shopping,verdun gifts,[TYPE_EXPENSE] verdun gifts
Hamra Threads,hamra threads,Expense,[TYPE_EXPENSE],32.0,2028-03-06 16:10:00.000,Shopping,hamra threads,[TYPE_EXPENSE] hamra threads
Gadget Alley,gadget alley,Expense,[TYPE_EXPENSE],58.0,2028-03-07 14:30:00.000,Shopping,gadget alley,[TYPE_EXPENSE] gadget alley
Studio Home Furnishings,studio home furnishings,Expense,[TYPE_EXPENSE],120.0,2028-03-07 17:00:00.000,Shopping,studio home furnishings,[TYPE_EXPENSE] studio home furnishings
Kitchen Craft Store,kitchen craft store,Expense,[TYPE_EXPENSE],29.99,2028-03-08 11:50:00.000,Shopping,kitchen craft store,[TYPE_EXPENSE] kitchen craft store
Vintage Corner,vintage corner,Expense,[TYPE_EXPENSE],39.99,2028-03-19 15:00:00.000,Shopping,vintage corner,[TYPE_EXPENSE] vintage corner
HomeStyle Depot,homestyle depot,Expense,[TYPE_EXPENSE],62.0,2028-03-19 16:40:00.000,Shopping,homestyle depot,[TYPE_EXPENSE] homestyle depot
TechPoint Store,techpoint store,Expense,[TYPE_EXPENSE],49.5,2028-03-24 16:30:00.000,Shopping,techpoint store,[TYPE_EXPENSE] techpoint store
Market Lane Grocer,market lane grocer,Expense,[TYPE_EXPENSE],27.0,2028-03-29 14:50:00.000,Shopping,market lane grocer,[TYPE_EXPENSE] market lane grocer
Green Market,green market,Expense,[TYPE_EXPENSE],33.0,2028-04-01 16:20:00.000,Shopping,green market,[TYPE_EXPENSE] green market
Decor House,decor house,Expense,[TYPE_EXPENSE],58.5,2028-04-05 15:10:00.000,Shopping,decor house,[TYPE_EXPENSE] decor house
Fashion District,fashion district,Expense,[TYPE_EXPENSE],41.0,2028-04-10 16:05:00.000,Shopping,fashion district,[TYPE_EXPENSE] fashion district
Luxury Finds,luxury finds,Expense,[TYPE_EXPENSE],76.0,2028-04-16 15:45:00.000,Shopping,luxury finds,[TYPE_EXPENSE] luxury finds
Home & Living,home & living,Expense,[TYPE_EXPENSE],54.0,2028-04-21 16:30:00.000,Shopping,home & living,[TYPE_EXPENSE] home & living
ElectroWorld,electroworld,Expense,[TYPE_EXPENSE],53.0,2028-04-24 16:30:00.000,Shopping,electroworld,[TYPE_EXPENSE] electroworld
HomeStyle Boutique,homestyle boutique,Expense,[TYPE_EXPENSE],68.0,2028-04-25 14:55:00.000,Shopping,homestyle boutique,[TYPE_EXPENSE] homestyle boutique
Gadget Hub,gadget hub,Expense,[TYPE_EXPENSE],32.0,2028-04-28 15:40:00.000,Shopping,gadget hub,[TYPE_EXPENSE] gadget hub
HomeStyle - Purchase,homestyle - purchase,Expense,[TYPE_EXPENSE],68.0,2028-05-02 14:55:00.000,Shopping,homestyle - purchase,[TYPE_EXPENSE] homestyle - purchase
ElectroWorld - Purchase,electroworld - purchase,Expense,[TYPE_EXPENSE],53.0,2028-05-07 16:30:00.000,Shopping,electroworld - purchase,[TYPE_EXPENSE] electroworld - purchase
ABC Dbayeh,abc dbayeh,Expense,[TYPE_EXPENSE],55.0,2028-05-14 16:00:00.000,Shopping,abc dbayeh,[TYPE_EXPENSE] abc dbayeh
ABC Achrafieh,abc achrafieh,Expense,[TYPE_EXPENSE],42.0,2028-05-15 15:10:00.000,Shopping,abc achrafieh,[TYPE_EXPENSE] abc achrafieh
Souk el Akel Stall,souk el akel stall,Expense,[TYPE_EXPENSE],18.5,2028-05-15 14:40:00.000,Shopping,souk el akel stall,[TYPE_EXPENSE] souk el akel stall
Home Center - Beirut,home center - beirut,Expense,[TYPE_EXPENSE],120.0,2028-05-16 13:50:00.000,Shopping,home center - beirut,[TYPE_EXPENSE] home center - beirut
